hv009,hv025,hv219,hv206,hv207,hv208,hv209,hv210,hv211,poor,hv201_public tap,hv201_well in residence,hv201_public well,hv201_spring,"hv201_river, stream","hv201_pond, lake",hv201_rainwater,hv201_tanker truck,hv201_bottled water,hv205_shared flush toilet,hv205_trad. pit toilet,hv205_vent.imp.pit latrine,"hv205_no facility, bush"
5,1,1,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
8,1,1,1,1,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,1,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,1,1,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
8,1,1,1,1,1,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
4,1,0,1,0,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1,0,1,0,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,0,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,0,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False
6,1,1,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,0,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,0,1,1,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1,0,1,1,1,1,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,1,1,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,1,1,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
3,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
8,1,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
8,1,1,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,1,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
8,1,0,1,0,1,0,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False
7,1,1,1,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
5,1,0,1,1,1,0,0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False
9,1,0,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
8,1,1,1,0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,0,1,1,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
3,1,0,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
7,1,0,1,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,0,1,1,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
5,1,0,1,0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
7,1,1,1,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,1,1,1,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False
4,1,1,1,0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False
5,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,1,1,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,1,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
5,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,1,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,1,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,1,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,0,1,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,0,1,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,0,1,1,0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,0,0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,1,1,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,1,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
6,0,0,1,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,0,1,1,0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
8,0,1,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,0,1,1,1,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,1,1,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
8,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
10,0,1,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False
5,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
8,0,1,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,0,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,1,1,0,1,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
8,0,1,1,1,1,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,0,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
12,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,1,1,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
10,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False
2,0,1,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
8,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,1,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
8,0,1,1,0,1,0,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,0,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,1,1,1,0,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,1,1,0,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
2,0,1,1,0,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
6,0,1,1,1,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
7,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,0,0,1,0,0,0,1,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
5,0,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
3,0,1,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
2,0,1,1,0,1,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False
